"","plot_year","ACMGLA","ACMWRA","ADFA","ASTGAM","EMMPEN","ERICAL","TRIMIC","UROLIN","ACMBRA","TRIBIF","ALLGIL","CALBRE","CHLPOM","FESOCT","NEMHET","CALMEN","CYNGRA","DAUPUS","GALAPA","MARWAT","MIMAUR","PHADIS","RANHEB","SANCRA","TRILAX","CRACON","HESMIC","LEPCAL","MARFAB","AMSMEN","EPIBRA","PENTRI","THYCUR","ERILAN","LOGFIL","CRYPTANTHA","MADGRA","LUPNAN","CALPUR","CLAPAR","DICVOL","ESCCAE","FESMIC","GALPOR","HEAR","TOXDIV","TOXFRE","MADSAT","ANTVEX","CLELAS","NEMMEN","POASEC","QUWI","SYMMOL","CALAMA","CAROLI","FRADIP","KOEMAC","SILANT","STILEP","DIPCAP","APIANG","RAFCAL","AGOGRA","LUPSUC","STIPUL","TRICIL","ACMAME","SALCOL","CLAUNG","COLGRA","MICCAL","PLECTRITIS","RIBMAL","YABMIC","CLAPUR","LEPBIC","MELICA","CEACUN","QUEBER","COLSPA","APHOCC","CASATT","SOLXAN","CEAOLI","COLHET","GITSPE","PRIHEN","MADELE","ARCMAN","DESDAN","HELCAL","HOLDIS","MONVIL","PIPERIA","ACHMIL","AESCAL","DICFOR","BRODIEA","CAMINT","PHAIMB","PLAERE","TRIMIC2","CLACON","CAULAS","GILCAP","CALSPL","STRGLA","LATVES","ATHPUS","CERBET","CLAGRA","LOMUTR","WYEANG","CASAFF","MELIMP","SANBIP","ASCSOL","COLLINSIA","EPIMIN","RHAILI","ERINUD","TRIWIL","ERIDAS","MADIA","PELMUC","CLARKIA","SYMALB","PELAND","SCRCAL","CROSCO","MELTOR","STARIG","STAALB"
"33","BOB017_2021",0.12,0,0,0,0,12,0,0,0,0,0,0,1.6,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","BOB017_2022",5.01,0.4,3.4,0,0,28,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","BOB018_2021",0.06,0,6.2,0,0.1,7.84,0,0,0,0,0,0.2,0,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","BOB018_2022",0.01,0,13.6,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","BOB019_2021",0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.3,0,0,8.1,0,0,0,0,0,0,0,0,0.7,0,0,0.16,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0.02,0,0.4,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","BOB019_2022",0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,18.8,0.4,0.4,0,0,0.04,0,0,0,0.62,0,0,0,0,0,0,0,0,2.4,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","CCC001_2021",0.06,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0.42,0.04,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,7.1,0,0,0.12,0.04,0.2,0,0,0,6.4,0,0.02,0.06,0.1,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.34,0.02,0.02,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","CCC001_2022",0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,17,0.46,0,0,3,0,0.6,0,0.2,0.02,14.41,0,0.1,1.1,0.44,0,1.7,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","CCC002_2021",0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0,4,0,0,0.16,0,0,0,0,0,0.1,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.46,0,0.04,0.6,0.2,0.06,0.42,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","CCC002_2022",0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.02,0.42,0,0,0,2.7,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.06,0,0,0,0,0.8,0,0,0,1,0,0.8,9.34,0,0,0.04,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.8,0.2,1.82,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","CCC003_2021",0,0,1.02,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","CCC003_2022",1.98,3.2,3.28,0,3,3.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","CCC004_2021",0,0,0,0,0.28,0.08,0,0,0,0,0,0,0,0,1,0,0,0,2.46,1.7,0,0,0.1,4.02,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0.24,8.4,0,0,0,0.08,0,1.22,0,0,0,0.06,0,0.16,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","CCC004_2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,4.2,4,0,0,0.1,0.2,0,0,0,0.4,0,0,0.12,0,0.04,0,0,0,0,0,0.2,48,0,0,0,0,0,3.6,0,0.2,0,0.2,0,1.4,3.4,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","CCC005_2021",0.12,0,0.02,0,0,0.08,0.06,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","CCC005_2022",9.9,23,1.42,0,0.4,0.4,1.6,0,0,0.3,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0.74,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","CCC006_2021",0.02,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","CCC006_2022",0,0,10.4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","CCC007_2021",0,0.84,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.4,0,0,0,0,0.9,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.08,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","CCC007_2022",0,1.62,0,0,0,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.06,0,1.4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","CCC008_2021",0.42,0.6,1.68,1.4,0,1.5,0,0,0,0,0,3.08,0.06,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.32,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","CCC008_2022",0.7,2.4,8.06,0.1,0.2,0.6,1.6,0,0,0,0,0,0.6,0,0,0,0,4.24,0,0,0,0,0,0,0.2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.8,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","CCC009_2021",0.38,5.2,2.3,0,1.42,0.9,3.56,0,0,0,0,4.6,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","CCC009_2022",0.66,16.4,2.6,0.5,0.2,1,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.06,9.8,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","CCC010_2021",0,0,0,0,0,0.48,0,0.02,0,0,0,0,0,0,6.1,0,0,0,0.04,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,1.62,1.2,0,0.1,0.14,0,1.32,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,7.66,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.1,0.14,0.58,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","CCC010_2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,5.1,0,0.4,2.7,0,0.4,1.14,0,0,0,0,0,0,0,0,0.62,0,0,0,2.8,0,0,0.02,0.6,0,0,0.06,0,4,0,0,0,0,0,0,4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","CCC011_2021",0.14,0.24,3.6,0,0.04,2,0,0.08,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2.54,0.16,0,0.74,0,0,0,0,0,0,0.1,0,0,0,0.08,0,0,0.9,0,0,0.02,0,1.8,0,0,0.02,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0,0,0,0,0,0.02,6,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,8.46,0,0,0.3,0.04,0.02,0.14,0.3,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","CCC011_2022",1.3,3.7,15.44,0.1,0,5.2,0,0,0.02,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.98,0,0.2,0,0,0,0,0,0,0.16,0,0,0,1.1,0,0,0,0,0,0.24,0,4,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,2.6,0.2,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","CCC012_2021",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,1.1,0,0,0.14,1.56,0,0,0,0.06,0.14,0.6,0,0,0,0,0,0,0.5,0.08,0,0,0,0.08,0,0.7,1.48,0.5,0,0,0.04,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,3,0,0,0,0,0.06,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0.06,0,0,0,0,0,0.2,1.22,0.02,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","CCC012_2022",0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,7.2,0,0,0,6,0,0,0,0,0.6,1.2,0,0,0,0,1,0,1.2,2.4,0,0,0,0.24,0,0.5,0.44,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","COL007_2021",0.04,0.2,0,0,0.4,0,1.2,0,0,0,0,0.2,0,0,0,0,0,0.02,0,0,8,0,0.4,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0
"64","COL007_2022",0,0.96,0.2,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.82,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0
"65","COL012_2021",0,0,0.2,0,1.6,2.02,0.02,0,0,0,7,16,2,0,0.8,0,0,0,0.02,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.22,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"66","COL012_2022",0.02,0,6.2,0,0.04,6,0,0.04,0,0,0.4,0.44,5.02,0,0.6,0,0,0.2,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.26,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","COL013_2021",0.02,0,0,0,5.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
