Location,OBS,PlotID,Quad (if applicable),Date1,Date2,num_burn,Elevation_m,Belt_info,Transect direction,Aspect_degree,Slope %,cool/warm_slope,fire_preLNU_name,fire_preLNU_year,currentFRI,medianRefFRI,meanPFRID,meanCC_FRI,PFR,2022 notes,2021 notes
CacheCreek,HS,CCC008,Q4,5/2/2021,4/12/2022,7,,,,120,25,warm,sixteen_complex,2012,13,12,4.42,1,oak woodland,,
CacheCreek,HS,CCC008,Q5,5/2/2021,4/12/2022,7,,,,102,23,warm,sixteen_complex,2012,13,12,4.42,1,oak woodland,,
CacheCreek,HS,CCC008,,5/2/2021,4/12/2022,7,425,left downhill,185,105,26,warm,sixteen_complex,2012,13,12,4.42,1,oak woodland,,
CacheCreek,HS,CCC009,Q1,5/2/2021,4/12/2022,7,,,,112,25,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC009,Q2,5/2/2021,4/12/2022,7,,,,110,30,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC009,Q3,5/2/2021,4/12/2022,7,,,,122,36,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC009,Q4,5/2/2021,4/12/2022,7,,,,102,32,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC009,Q5,5/2/2021,4/12/2022,7,,,,102,42,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC009,,5/2/2021,4/12/2022,7,442,right downhill,115,110,33,warm,sixteen_complex,2012,11,12,-5.83,-1,oak woodland,,
CacheCreek,HS,CCC010,Q1,5/8/2021,4/12/2022,7,,,,20,58,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC010,Q2,5/8/2021,4/12/2022,7,,,,32,36,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC010,Q3,5/8/2021,4/12/2022,7,,,,35,45,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC010,Q4,5/8/2021,4/12/2022,7,,,,40,73,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC010,Q5,5/8/2021,4/12/2022,7,,,,40,58,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC010,,5/8/2021,4/12/2022,7,344,right downhill,29,33,54,cool,sixteen_complex,2012,13,59,-77.17,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,Q1,5/8/2021,4/12/2022,7,,,,305,36,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,Q2,5/8/2021,4/12/2022,7,,,,300,34,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,Q3,5/8/2021,4/12/2022,7,,,,298,47,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,Q4,5/8/2021,4/12/2022,7,,,,288,47,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,Q5,5/8/2021,4/12/2022,7,,,,310,49,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC011,,5/8/2021,4/12/2022,7,412,right downhill,60,300,43,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,didn't burn hot. very windy during 2022 survey,
CacheCreek,HS,CCC012,Q1,5/8/2021,4/12/2022,7,,,,35,36,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC012,Q2,5/8/2021,4/12/2022,7,,,,14,73,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC012,Q3,5/8/2021,4/12/2022,7,,,,14,55,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC012,Q4,5/8/2021,4/12/2022,7,,,,4,78,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC012,Q5,5/8/2021,4/12/2022,7,,,,8,75,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,,
CacheCreek,HS,CCC012,,5/8/2021,4/12/2022,7,396,right downhill,14,15,63,cool,sixteen_complex,2012,11,59,-79.45,-3,chaparral and serotinous conifer,no rebar. very windy during survey,
ColdCanyon,AG,COL007,Q1,4/4/2021,4/23/2022,3,,,,298,29,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL007,Q2,4/4/2021,4/23/2022,3,,,,298,60,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL007,Q3,4/4/2021,4/23/2022,3,,,,245,55,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL007,Q4,4/4/2021,4/23/2022,3,,,,245,80,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL007,Q5,4/4/2021,4/23/2022,3,,,,245,92,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL007,,4/4/2021,4/23/2022,3,,right downhill,231,231,85,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,Q1,4/12/2021,4/5/2022,3,,,,294,43,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,Q2,4/12/2021,4/5/2022,3,,,,294,64,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,Q3,4/12/2021,4/5/2022,3,,,,294,50,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,Q4,4/12/2021,4/5/2022,3,,,,316,110,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,Q5,4/12/2021,4/5/2022,3,,,,316,35,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL012,,4/12/2021,4/5/2022,3,,right downhill,286,308,80,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,Q1,4/12/2021,4/5/2022,3,,,,284,11,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,Q2,4/12/2021,4/5/2022,3,,,,,,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,Q3,4/12/2021,4/5/2022,3,,,,249,80,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,Q4,4/12/2021,4/5/2022,3,,,,296,65,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,Q5,4/12/2021,4/5/2022,3,,,,238,80,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL013,,4/12/2021,4/5/2022,3,,right downhill,241,242,92,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,Q1,4/17/2021,4/5/2022,3,,,,325,49,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,Q2,4/17/2021,4/5/2022,3,,,,325,38,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,Q3,4/17/2021,4/5/2022,3,,,,335,55,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,Q4,4/17/2021,4/5/2022,3,,,,335,62,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,Q5,4/17/2021,4/5/2022,3,,,,335,52,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL014,,4/17/2021,4/5/2022,3,,right downhill,276,328,65,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,Q1,4/17/2021,4/23/2022,3,,,,146,80,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,Q2,4/17/2021,4/23/2022,3,,,,146,70,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,Q3,4/17/2021,4/23/2022,3,,,,128,76,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,Q4,4/17/2021,4/23/2022,3,,,,114,81,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,Q5,4/17/2021,4/23/2022,3,,,,114,70,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL017,,4/17/2021,4/23/2022,3,,right downhill,280,334,70,cool,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,Q1,4/17/21,4/23/2022,3,,,,161,45,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,Q2,4/17/21,4/23/2022,3,,,,161,45,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,Q3,4/17/21,4/23/2022,3,,,,174,51,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,Q4,4/17/21,4/23/2022,3,,,,162,44,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,Q5,4/17/21,4/23/2022,3,,,,162,45,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,,
ColdCanyon,AG,COL018,,4/17/21,4/23/2022,3,,right downhill,79,161,58,warm,wragg,2015,28,59,-48.64,-2,chaparral and serotinous conifer,late due to covid :(,
QuailRidge,AG,QUA001,,4/2/2021,,2,,,,142,45,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,Q1,4/2/2021,4/6/2022,2,,,,190,45,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,Q2,4/2/2021,4/6/2022,2,,,,190,48,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,Q3,4/2/2021,4/6/2022,2,,,,190,59,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,Q4,4/2/2021,4/6/2022,2,,,,190,55,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,Q5,4/2/2021,4/6/2022,2,,,,,,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA002,,4/2/2021,4/6/2022,2,,right downhill,190,190,80,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,foraging and browsing present,
QuailRidge,AG,QUA003,Q1,4/2/2021,3/29/2022,2,,,,171,30,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA003,Q2,4/2/2021,3/29/2022,2,,,,171,39,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA003,Q3,4/2/2021,3/29/2022,2,,,,162,54,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA003,Q4,4/2/2021,3/29/2022,2,,,,164,76,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA003,Q5,4/2/2021,3/29/2022,2,,,,164,45,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA003,,4/2/2021,3/29/2022,2,,right downhill,171,182,60,warm,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,Q1,4/4/2021,3/28/2022,1,,,,172,18,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,Q2,4/4/2021,3/28/2022,1,,,,174,39,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,Q3,4/4/2021,3/28/2022,1,,,,178,39,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,Q4,4/4/2021,3/28/2022,1,,,,188,54,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,Q5,4/4/2021,3/28/2022,1,,,,224,50,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA004,,4/4/2021,3/28/2022,1,,right downhill,174,176,48,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,Q1,4/4/2021,3/28/2022,1,,,,190,55,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,Q2,4/4/2021,3/28/2022,1,,,,204,75,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,Q3,4/4/2021,3/28/2022,1,,,,202,54,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,Q4,4/4/2021,3/28/2022,1,,,,190,54,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,Q5,4/4/2021,3/28/2022,1,,,,190,48,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA005,,4/4/2021,3/28/2022,1,,right downhill,184,184,45,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,Q1,4/4/2021,3/31/2022,1,,,,176,58,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,Q2,4/4/2021,3/31/2022,1,,,,176,60,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,Q3,4/4/2021,3/31/2022,1,,,,176,57,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,Q4,4/4/2021,3/31/2022,1,,,,183,50,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,Q5,4/4/2021,3/31/2022,1,,,,183,66,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,,
QuailRidge,AG,QUA006,,4/4/2021,3/31/2022,1,,right downhill,176,176,50,warm,resort,1988,28,59,-48.64,-2,chaparral and serotinous conifer,pac slope,
QuailRidge,AG,QUA008,Q1,4/9/2021,4/6/2022,1,,,,167,25,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA008,Q2,4/9/2021,4/6/2022,1,,,,167,44,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA008,Q3,4/9/2021,4/6/2022,1,,,,167,68,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA008,Q4,4/9/2021,4/6/2022,1,,,,167,40,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA008,Q5,4/9/2021,4/6/2022,1,,,,,,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA008,,4/9/2021,4/6/2022,1,,right downhill,167,164,60,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,Q1,4/9/2021,4/6/2022,1,,,,182,55,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,Q2,4/9/2021,4/6/2022,1,,,,182,60,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,Q3,4/9/2021,4/6/2022,1,,,,182,80,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,Q4,4/9/2021,4/6/2022,1,,,,182,53,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,Q5,4/9/2021,4/6/2022,1,,,,182,42,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA009,,4/9/2021,4/6/2022,1,,right downhill,182,182,62,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA010,,4/9/2021,3/29/2022,1,,right downhill,234,234,83,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,Q1,4/9/21,3/29/2022,1,,,,179,45,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,Q2,4/9/21,3/29/2022,1,,,,189,55,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,Q3,4/9/21,3/29/2022,1,,,,180,55,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,Q4,4/9/21,3/29/2022,1,,,,174,49,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,Q5,4/9/21,3/29/2022,1,,,,170,39,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA011,,4/9/21,3/29/2022,1,,right downhill,174,174,45,warm,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,Q1,4/16/2021,3/30/2022,1,,,,266,50,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,Q2,4/16/2021,3/30/2022,1,,,,266,59,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,Q3,4/16/2021,3/30/2022,1,,,,279,45,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,Q4,4/16/2021,3/30/2022,1,,,,272,15,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,Q5,4/16/2021,3/30/2022,1,,,,272,10,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA015,,4/16/2021,3/30/2022,1,,right downhill,178,266,65,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,Q1,4/16/2021,3/30/2022,1,,,,294,74,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,Q2,4/16/2021,3/30/2022,1,,,,294,59,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,Q3,4/16/2021,3/30/2022,1,,,,294,68,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,Q4,4/16/2021,3/30/2022,1,,,,294,60,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,Q5,4/16/2021,3/30/2022,1,,,,294,86,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA016,,4/16/2021,3/30/2022,1,,right downhill,294,294,65,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,Q1,4/23/2021,3/30/2022,1,,,,43,40,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,Q2,4/23/2021,3/30/2022,1,,,,45,20,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,Q3,4/23/2021,3/30/2022,1,,,,45,14,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,Q4,4/23/2021,3/30/2022,1,,,,44,26,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,Q5,4/23/2021,3/30/2022,1,,,,54,24,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,"HS, TU",QUA020,,4/23/2021,3/30/2022,1,,left downhill,143,43,9,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,Q1,4/23/2021,3/30/2022,1,,,,308,10,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,Q2,4/23/2021,3/30/2022,1,,,,315,12,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,Q3,4/23/2021,3/30/2022,1,,,,310,10,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,Q4,4/23/2021,3/30/2022,1,,,,322,10,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,Q5,4/23/2021,3/30/2022,1,,,,330,90,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA021,,4/23/2021,3/30/2022,1,342,left downhill,6,312,10,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,Q1,,4/6/2022,1,,,,308,12,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,Q2,,4/6/2022,1,,,,312,20,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,Q3,,4/6/2022,1,,,,318,18,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,Q4,,4/6/2022,1,,,,316,20,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,Q5,,4/6/2022,1,,,,318,24,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,,,4/6/2022,1,,right downhill,308,308,20,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA022,,4/23/2021,,1,,,,314,40,cool,R.COOMBA,1961,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA023,Q1,,,2,,,,,,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA023,Q2,,,2,,,,,,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA023,Q3,,,2,,,,,,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA023,Q4,,,2,,,,,,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA023,Q5,,,2,,,,,,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,Q1,,3/29/2022,1,,,,306,62,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,Q2,,3/29/2022,1,,,,310,60,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,Q3,,3/29/2022,1,,,,292,65,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,Q4,,3/29/2022,1,,,,302,78,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,Q5,,3/29/2022,1,,,,282,72,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA024,,,3/29/2022,1,,right downhill,261,300,60,cool,NA,NA,56,59,2.65,1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,Q1,,3/29/2022,2,,,,306,73,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,Q2,,3/29/2022,2,,,,282,53,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,Q3,,3/29/2022,2,,,,294,91,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,Q4,,3/29/2022,2,,,,278,67,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,Q5,,3/29/2022,2,,,,290,64,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,
QuailRidge,AG,QUA025,,,3/29/2022,2,,right downhill,281,290,60,cool,pleasure,2005,38,59,-31.52,-1,chaparral and serotinous conifer,,